code,kind,super_class,preferred,preferred_中文,shortTitle,shortTitle_中文,inclusion,inclusion_中文,exclusion,exclusion_中文,criteria,criteria_中文,consider,consider_中文,note,note_中文,icd10
X07,symptom,X.1,Menstruation irregular/frequent,月经不规则/频繁,Menstruation irregular/frequent,月经不规则/频繁,polymenorrhoea,多月经,menorrhagia/pubertal bleeding ,月经过多/青春期出血,,,,,,,N92.0; N92.1; N92.5; N92.6
X08,symptom,X.1,Intermenstrual bleeding,月经间期出血,Intermenstrual bleeding,月经间期出血,breakthrough bleeding; dysfunctional uterine bleeding; metrorrhagia; ovulation bleeding; spotting,突破性出血；功能失调性子宫出血；月经间期出血；排卵出血；点滴出血,post-menopausal bleeding ,绝经后出血,,,,,,,N92.3; N93.8; N93.9
X09,symptom,X.1,Premenstrual symptom/complaint,经前症状/主诉,Premenstrual symptom/complaint,经前症状/主诉,,,premenstrual tension syndrome ,经前紧张综合征,,,,,,,N94.9
X10,symptom,X.1,Postponement of menstruation,月经推迟,Postponement of menstruation,月经推迟,,,,,postponement of the expected regular menstruation by hormonal treatment,激素治疗引起的预期正常月经推迟,,,,,Z30.9
X11,symptom,X.1,Menopausal symptom/complaint,绝经症状/主诉,Menopausal symptom/complaint,绝经症状/主诉,atrophic vaginitis; menopause syndrome; senile vaginitis; symptom/complaint related to menopause,萎缩性阴道炎；绝经综合征；老年性阴道炎；与绝经相关的症状/主诉,postmenopausal bleeding ,绝经后出血,,,,,,,N95.1; N95.2; N95.3; N95.8; N95.9
X12,symptom,X.1,Postmenopausal bleeding,绝经后出血,Postmenopausal bleeding,绝经后出血,,,,,vaginal bleeding following either at least six months amenorrhoea or demonstration of menopause by appropriate laboratory test,绝经后至少六个月内阴道出血或通过适当实验室检查证实绝经后的阴道出血,irregular menstruation ,不规则月经,,,N95.0
X13,symptom,X.1,Postcoital bleeding,性交后出血,Postcoital bleeding,性交后出血,contact bleeding,接触性出血,,,,,,,,,N93.0
X14,symptom,X.1,Vaginal discharge,阴道分泌物,Vaginal discharge,阴道分泌物,fluor vaginalis; leukorrhoea,氟阴道症；白带增多,vaginal bleeding (menstruation excessive) ,阴道出血（月经过多）,,,,,,,N89.8
X15,symptom,X.1,Vaginal symptom/complaint other,阴道其他症状/主诉,Vaginal symptom/complaint other,阴道其他症状/主诉,vaginal dryness,阴道干燥,female genital pain ,女性生殖器疼痛,,,,,,,N89.9
X16,symptom,X.1,Vulval symptom/complaint,外阴症状/主诉,Vulval symptom/complaint,外阴症状/主诉,vulval dryness; vulval pruritus,阴唇干燥；阴唇瘙痒,vulval pain ,外阴疼痛,,,,,,,L29.2; N90.9
X17,symptom,X.1,Pelvis symptom/complaint female,女性盆腔症状/主诉,Pelvis symptom/complaint female,女性盆腔症状/主诉,,,genital pain female ,女性生殖痛,,,,,,,N94.9
X18,symptom,X.1,Breast pain female,女性乳腺疼痛,Breast pain female,女性乳腺疼痛,mastodynia,乳腺痛,breast pain in pregnancy/lactation ,妊娠/哺乳期乳腺疼痛,,,,,,,N64.4
X19,symptom,X.1,Breast lump/mass female,女性乳腺肿块/团块,Breast lump/mass female,女性乳腺肿块/团块,lumpy breasts,结节状乳房,,,,,,,,,N63
X20,symptom,X.1,Nipple symptom/complaint female,乳头症状/主诉女性,Nipple symptom/complaint female,乳头症状/主诉女性,nipple discharge; nipple fissure; nipple pain/pruritus; nipple retraction,乳头分泌物；乳头裂纹；乳头疼痛/瘙痒；乳头内陷,nipple symptom/complaint in pregnancy/lactation ,妊娠或哺乳期乳头症状/主诉,,,,,,,N64.0; N64.5
X21,symptom,X.1,Breast symptom/complaint female other,女性乳房其他症状/主诉,Breast sympt/compl female other,乳房症状/主诉 女性 其他,galactorrhoea; mastitis (non lactating); mastopathy,乳溢；非哺乳期乳腺炎；乳腺病変,mastitis (lactating) ,哺乳期乳腺炎,,,,,,,N61; N62; N64.3; N64.5; N64.9
X22,symptom,X.1,Concern about breast appearance female,女性乳房外观担忧,Concern breast appearance fema,关注乳房外观女性,,,,,,,,,,,R46.8
X23,symptom,X.1,Fear of sexually transmitted disease female,女性恐性传播疾病,Fear sexually transm dis female,女性性传播疾病恐惧症,,,fear of HIV/AIDS ,艾滋病恐惧症,concern about/fear of sexually transmitted disease in a patient without the disease/until the diagnosis is proven,疑虑/恐惧患者患有性传播疾病（在诊断未确定之前）,,,,,Z71.1
X24,symptom,X.1,Fear of sexual dysfunction female,女性性功能障碍恐惧症,Fear of sexual dysfunction female,女性性功能障碍恐惧症,,,Sexual desire reduced ,性欲减退,concern about/fear of sexual dysfunction in a patient without sexual dysfunction,担心/恐惧性功能障碍（患者无性功能障碍）,,,,,Z71.1
X25,symptom,X.1,Fear of genital cancer female,女性生殖器癌症恐惧症,Fear of genital cancer female,女性生殖器癌症恐惧症,,,"if patient has the disease, code the disease",如果患者患有该疾病，编码该疾病,concern about/fear of female genital cancer in a patient without the disease/until the diagnosis is proven,疑虑/恐惧女性生殖器癌症（患者无该病/直到诊断证实）,,,,,Z71.1
X26,symptom,X.1,Fear of breast cancer female,乳腺癌恐惧症（女性）,Fear of breast cancer female,乳腺癌恐惧症（女性）,,,"if patient has the disease, code the disease",如果患者患有该疾病，编码该疾病,concern about/fear of female breast cancer in a patient without the disease/until the diagnosis is proven,无病状态下的女性乳腺癌担忧/恐惧/直至诊断证实为止,,,,,Z71.1
X27,symptom,X.1,Fear genital/breast disease female other,恐生殖器/乳腺疾病女性其他,Fear genital/breast dis female other,其他恐惧性生殖器/乳腺畸形女型,,,fear of female genital cancer ,女性生殖器癌症恐惧症,concern about/fear of other female genital/breast disease in a patient without the disease/until the diagnosis is proven,无病状态下的其他女性生殖器/乳腺疾病担忧/恐惧（直至诊断证实）,,,,,Z71.1
X28,symptom,X.1,Limited function/disability (X),有限功能/残疾 (X),Limited function/disability (X),有限功能/残疾 (X),,,Sexual desire reduced ,性欲减退,limitation of function/disability due to a problem of the female genital system (including breast),女性生殖系统功能障碍/残疾（包括乳腺）所致的功能限制/残疾,,,The COOP/WONCA Charts are suitable for documenting the patient's functional status (see Chapter 8).,COOP/WONCA图表适合记录患者的功能状态（见第八章）。,Z73.6; Z90.7
X29,symptom,X.1,Genital symptom/complaint female other,女性其他生殖器症状/主诉,Genital sympt/compl female other,女性其他生殖系统症状和体征,urethral discharge in female,女性尿道分泌物,,,,,,,,,N94.9; R36
X70,infection,X.7,Syphilis female,梅毒女性,Syphilis female,梅毒女性,syphilis any site,梅毒任何部位,,,"demonstration of Treponema pallidum on microscopy, or positive serological test for syphilis",暗视野显微镜下示波苍白密螺旋体或梅毒血清学试验阳性,,,,,A50.0; A50.1; A50.2; A50.3; A50.4; A50.5; A50.6; A50.7; A50.9; A51.0; A51.1; A51.2; A51.3; A51.4; A51.5; A51.9; A52.0; A52.1; A52.2; A52.3; A52.7; A52.8; A52.9; A53.0; A53.9; A65; N74.2
X71,infection,X.7,Gonorrhoea female,女性淋病,Gonorrhoea female,女性淋病,gonorrhea any site,淋病任何部位,,,purulent vaginal discharge in a patient after a contact with a proven case; or gram negative intra-cellular diplococci demonstrated in discharge; or culture of Neisseria gonorrhea,脓性阴道分泌物；或革兰氏阴性细胞内双球菌示阳性；或培养出淋病奈瑟菌,urethritis ,尿道炎,,,A54.0; A54.1; A54.2; A54.3; A54.4; A54.5; A54.6; A54.8; A54.9; N74.3
X72,infection,X.7,Genital candidiasis female,女性生殖器念珠菌病,Genital candidiasis female,女性生殖器念珠菌病,monilial infection of vagina/cervix; thrush,念珠菌阴道/宫颈感染；霉菌性阴道炎,,,inflamed urogenital mucosa or skin with characteristic white adherent exudate; or demonstration of candida,炎症性泌尿生殖道黏膜或皮肤，伴有特征性的白色粘连性渗出物；或念珠菌的检出,vaginal discharge ,阴道分泌物,,,B37.3; B37.4
X73,infection,X.7,Genital trichomoniasis female,女性生殖器滴虫病,Genital trichomoniasis female,女性生殖器滴虫病,,,,,characteristic foul smelling discharge; or demonstration of trichomonads on microscopy,特征性恶臭分泌物；或显微镜下发现滴虫,vaginal discharge ,阴道分泌物,,,A59.0
X74,infection,X.7,Pelvic inflammatory disease,盆腔炎性疾病,Pelvic inflammatory disease,盆腔炎性疾病,endometritis; oophoritis; salpingitis,子宫内膜炎；卵巢炎；输卵管炎,Syphilis female ,梅毒女性,"lower abdominal pain with marked tenderness of uterus or adnexa by palpation, plus other evidence of inflammation",下腹痛，触诊时子宫或附件有明显压痛，并伴有其他炎症证据,pelvic congestion syndrome ,盆腔充血综合征,,,N70.0; N70.1; N70.9; N71.0; N71.1; N71.9; N73.0; N73.1; N73.2; N73.3; N73.4; N73.5; N73.6; N73.8; N73.9; N74.8
X75,neoplasm,X.7,Malignant neoplasm cervix,恶性宫颈肿瘤,Malignant neoplasm cervix,恶性宫颈肿瘤,,,carcinoma-in-situ cervix ,宫颈原位癌,characteristic histological appearance,特征性组织学表现,,,,,C53.0; C53.1; C53.8; C53.9
X76,neoplasm,X.7,Malignant neoplasm breast female,女性乳腺恶性肿瘤,Malignant neoplasm breast female,女性乳腺恶性肿瘤,intraductal carcinoma,导管内癌,,,characteristic histological appearance,特征性组织学表现,breast lump ,乳腺肿块,,,C50.0; C50.1; C50.2; C50.3; C50.4; C50.5; C50.6; C50.8; C50.9
X77,neoplasm,X.7,Malignant neoplasm genital female other,女性其他生殖器恶性肿瘤,Malignant neopl genital female other,恶性生殖女性其他部位新生物,malignancy of adnexae; malignancy of ovaries; malignancy of uterus; malignancy of vagina; malignancy of vulva,附件恶性肿瘤；卵巢恶性肿瘤；子宫恶性肿瘤；阴道恶性肿瘤；外阴恶性肿瘤,carcinoma-in-situ cervix ,宫颈原位癌,characteristic histological appearance,特征性组织学表现,other/unspecified female genital neoplasm ,其他/未特指的女性生殖器肿瘤,,,C51.0; C51.1; C51.2; C51.8; C51.9; C52; C54.0; C54.1; C54.2; C54.3; C54.8; C54.9; C55; C56; C57.0; C57.1; C57.2; C57.3; C57.4; C57.7; C57.8; C57.9
X78,neoplasm,X.7,Fibromyoma uterus,子宫平滑肌瘤,Fibromyoma uterus,子宫平滑肌瘤,fibroid uterus; fibromyoma of cervix; leiomyoma; myoma,纤维瘤子宫；宫颈纤维肌瘤；平滑肌瘤；肌瘤,,,"enlargement of the uterus not due to pregnancy or malignancy, with single or multiple firm tumours of the uterus",子宫非妊娠非恶性肿大，伴单发或多发子宫质硬肿瘤,,,,,D25.0; D25.1; D25.2; D25.9
X79,neoplasm,X.7,Benign neoplasm breast female,女性乳腺良性肿瘤,Benign neoplasm breast female,女性乳腺良性肿瘤,fibroadenoma,纤维腺瘤,cystic disease of breast ,乳腺囊性病变,characteristic histological appearance,特征性组织学表现,lump in female breast ,女性乳腺肿块,,,D24
X80,neoplasm,X.7,Benign neoplasm female genital,女性生殖器良性肿瘤,Benign neoplasm female genital,女性生殖器良性肿瘤,,,physiological cyst of ovary ,卵巢生理囊肿,,,,,,,D26.0; D26.1; D26.7; D26.9; D27; D28.0; D28.1; D28.2; D28.7; D28.9
X81,neoplasm,X.7,Genital neoplasm female other/unspecified,女性生殖器肿瘤其他/未特指,Genital neopl female other/unspecif,女性生殖器官其他未特指的肿瘤,other carcinoma-in-situ; other genital female neoplasm not specified as benign or malignant/when histology is not available,其他原位癌；其他未指明为良性或恶性的女性生殖器官肿瘤/当无组织学检查结果时,endometrial polyp ,子宫内膜多发性息肉,,,,,,,D05.0; D05.1; D05.7; D05.9; D06.0; D06.1; D06.7; D06.9; D07.0; D07.1; D07.2; D07.3; D39.0; D39.1; D39.2; D39.7; D39.9; D48.6
X82,injury,X.7,Injury genital female,女性生殖器损伤,Injury genital female,女性生殖器损伤,female circumcision; foreign body in vagina,女性割礼;阴道内异物,genital injury due to childbirth (Complicated labour/delivery livebirth) ,分娩所致的生殖器损伤（难产/活产并发症）,,,,,,,S30.2; S31.4; S31.5; S37.4; S37.5; S37.6; S38.0; S38.2; S39.8; S39.9; T19.2; T19.3; T28.3; T28.8; Z41.2
X83,congenital,X.7,Congenital anomaly genital female,先天性女性生殖器官异常,Congenital anomaly genital female,先天性女性生殖器官异常,hermaphrodytism; imperforate hymen,两性畸形；处女膜闭锁,other genetic syndrome ,其他遗传综合征,,,,,,,Q50.0; Q50.1; Q50.2; Q50.3; Q50.4; Q50.5; Q50.6; Q51.0; Q51.1; Q51.2; Q51.3; Q51.4; Q51.5; Q51.6; Q51.7; Q51.8; Q51.9; Q52.0; Q52.1; Q52.2; Q52.3; Q52.4; Q52.5; Q52.6; Q52.7; Q52.8; Q52.9; Q56.0; Q56.1; Q56.2; Q56.3; Q56.4; Q83.0; Q83.1; Q83.2; Q83.3; Q83.8; Q83.9
X84,otherDiagnosis,X.7,Vaginitis/vulvitis NOS,阴道炎/外阴炎 NOS,Vaginitis/vulvitis NOS,阴道炎/外阴炎 NOS,gardnerella; vaginosis,Gardnerella；阴道炎,atrophic vaginitis ,萎缩性阴道炎,,,,,,,N76.0; N76.1; N76.2; N76.3; N76.4; N76.5; N76.6; N76.8; N77.0; N77.1; N77.8
X85,otherDiagnosis,X.7,Cervical disease NOS,宫颈病变 NOS,Cervical disease NOS,宫颈病变 NOS,cervical erosion; cervical leukoplakia; cervicitis; mucous cervical polyp; old laceration of cervix,宫颈糜烂；宫颈白斑；宫颈炎；宫颈黏膜息肉；宫颈陈旧性裂伤,abnormality of cervix in pregnancy/childbirth/puerperium ,妊娠、分娩或产褥期宫颈异常,,,,,,,N72; N84.1; N86; N88.0; N88.1; N88.2; N88.3; N88.4; N88.8; N88.9
X86,otherDiagnosis,X.7,Abnormal cervix smear,异常宫颈涂片,Abnormal cervix smear,异常宫颈涂片,cervical dysplasia; cervical intraepithelial neoplasia (CIN) grades 1 and 2,宫颈上皮内病变；宫颈上皮内瘤变（CIN）Ⅰ级和Ⅱ级,cervical intraepithelial neoplasia (CIN) grade 3 ,宫颈上皮内 neoplasia （CIN）三级,,,,,,,N87.0; N87.1; N87.2; N87.9; R87.6;
X87,otherDiagnosis,X.7,Uterovaginal prolapse,子宫阴道脱垂,Uterovaginal prolapse,子宫阴道脱垂,cystocoele; procidentia; rectocoele,膀胱膨出；子宫脱垂；直肠膨出,stress incontinence ,压力性尿失禁,,,,,,,N81.0; N81.1; N81.2; N81.3; N81.4; N81.5; N81.6; N81.8; N81.9
X88,otherDiagnosis,X.7,Fibrocystic disease breast,乳腺纤维囊性病変,Fibrocystic disease breast,乳腺纤维囊性病変,chronic cystic disease of breast; cystic fibroadenosis of breast; dysplasia of breast; solitary cyst of breast,慢性乳腺囊性病；乳腺囊性纤维腺病；乳腺发育不良；孤立性乳腺囊肿,,,,,,,,,N60.0; N60.1; N60.2; N60.3; N60.4; N60.8; N60.9
X89,otherDiagnosis,X.7,Premenstrual tension syndrome,经前紧张综合征,Premenstrual tension syndrome,经前紧张综合征,,,,,cyclic occurrence in the menstrual cycle of two or more of  the following: oedema; breast tenderness/swelling; headache; irritability; mood changes,月经周期中反复出现两项或以上的下列症状：水肿；乳房胀痛/肿胀；头痛；易怒；情绪变化,premenstrual symptom ,经前症状,,,N94.3
X90,infection,X.7,Genital herpes female,女性生殖器疱疹,Genital herpes female,女性生殖器疱疹,ano-genital herpes simplex,生殖器单纯疱疹,,,small vesicles with characteristic appearance and location which evolve to painful ulcers and scabs,小囊泡，具有特征性外观和位置，演变为疼痛性溃疡和结痂,,,,,A60.0; A60.1; A60.9
X91,infection,X.7,Condylomata acuminata female,女性尖锐湿疣,Condylomata acuminata female,女性尖锐湿疣,human papilloma virus infection; venereal warts,人乳头瘤病毒感染；生殖器疣,,,"characteristic appearance of lesions, or characteristic histological appearance",病变的特征性外观，或特征性组织学表现,,,,,A63.0
X92,infection,X.7,Chlamydia infection genital female,女性生殖器沙眼衣原体感染,Chlamydia infection genital female,女性生殖器沙眼衣原体感染,,,,,proven chlamydial infection,确诊的衣原体感染,,,,,A56.0; A56.1; A56.2; A56.3; A56.4; A56.8; N74.4
X99,otherDiagnosis,X.7,Genital disease female other,女性其他生殖器官疾病,Genital disease female other,女性其他生殖器官疾病,Bartholin’s cyst/abscess; endometriosis; genital tract fistula female; pelvic congestion syndrome; physiological ovarian cyst,巴氏囊囊肿/脓肿；子宫内膜异位症；女性生殖道瘘管；盆腔充血综合征；生理性卵巢囊肿,sexually transmitted disease NOS ,性传播疾病 NOS,,,,,,,A55; A57; A58; A63.8; N61; N64.1; N64.2; N64.8; N75.0; N75.1; N75.8; N75.9; N80.0; N80.1; N80.2; N80.3; N80.4; N80.5; N80.6; N80.8; N80.9; N82.0; N82.1; N82.2; N82.3; N82.4; N82.5; N82.8; N82.9; N83.0; N83.1; N83.2; N83.3; N83.4; N83.5; N83.6; N83.7; N83.8; N83.9; N84.0; N84.2; N84.3; N84.8; N84.9; N85.0; N85.1; N85.2; N85.3; N85.4; N85.5; N85.6; N85.7; N85.8; N85.9; N89.0; N89.1; N89.2; N89.3; N89.4; N89.5; N89.6; N89.7; N89.8; N90.0; N90.1; N90.2; N90.3; N90.4; N90.5; N90.6; N90.7; N90.8; N94.8; N94.9; Z90.1; Z90.7
Y01,symptom,Y.1,Pain in penis,阴茎痛,Pain in penis,阴茎痛,,,priapism/painful erection ,阴茎异常勃起/疼痛性勃起,,,,,,,N48.8
Y02,symptom,Y.1,Pain in testis/scrotum,阴囊/睾丸疼痛,Pain in testis/scrotum,阴囊/睾丸疼痛,pain pelvis; pain perineum,盆腔痛；会阴痛,,,,,,,,,N50.8; R10.2
Y03,symptom,Y.1,Urethral discharge male,尿道分泌物（男性）,Urethral discharge male,尿道分泌物（男性）,,,,,,,,,,,R36
Y04,symptom,Y.1,Penis symptom/complaint other,阴茎症状/主诉其他,Penis symptom/complaint other,阴茎症状/主诉其他,foreskin symptom/complaint,包皮症状/主诉,pain in penis ,阴茎痛,,,,,,,N48.9
Y05,symptom,Y.1,Scrotum/testis symptom/complaint other,阴囊/睾丸其他症状/主诉,Scrotum/testis sympt/compl other,阴囊/睾丸症状和体征其他,lump in testis,睾丸肿块,pain in testis/scrotum ,阴囊/睾丸疼痛,,,,,,,L29.1; N50.9
Y06,symptom,Y.1,Prostate symptom/complaint,前列腺症状/主诉,Prostate symptom/complaint,前列腺症状/主诉,prostatism,前列腺症狀综合征,urinary frequency/urgency ,尿频/尿急,,,,,,,N42.9
Y07,symptom,Y.1,Impotence NOS,阳萎 NOS,Impotence NOS,阳萎 NOS,impotence of organic origin,器质性阳痿,reduced sexual desire ,性欲减退,,,,,,,N48.4
Y08,symptom,Y.1,Sexual function symptom/complaint male,男性性功能症状/主诉,Sexual function sympt/compl male,男性性功能症状/主诉,painful erection; priapism,疼痛的勃起；阴茎异常持续勃起症,reduced sexual desire ,性欲减退,,,,,,,N48.3; N48.9
Y10,symptom,Y.1,Infertility/subfertility male,男性不育/亚 fertile状态,Infertility/subfertility male,男性不育/亚 fertile状态,,,,,failure of conception after 2 years of trying,两年内未能受孕失败,,,,,N46; Z31.0; Z31.4; Z31.6; Z31.8; Z31.9
