HPO编码,标准名称（英文）,定义,注释,精确同义词（多个用分号分隔）,相关同义词（多个用分号分隔）,父类HPO编码（多个用分号分隔）,子类HPO编码（多个用分号分隔）,是否为叶子节点,替代ID（多个用分号分隔）,是否已废弃,被替换为,创建日期,外部引用（多个用分号分隔）
HP:0001000,Abnormality of skin pigmentation,An abnormality of the pigmentation of the skin.,,Pigmentary skin changes; Pigmentary changes; Abnormality of skin pigmentation; Abnormality of pigmentation; Abnormal pigmentation; Pigmentation anomaly; Abnormal skin color; Abnormal skin colour; Abnormal skin pigmentation,,HP:0011121,HP:0000953; HP:0000995; HP:0001010; HP:0001045; HP:0001070; HP:0001106; HP:0001480; HP:0005587; HP:0007427; HP:0007483; HP:0007587; HP:0007610; HP:0007617; HP:0007623; HP:0010802; HP:0011125; HP:0200015,否,HP:0007582; HP:0200045,否,,,UMLS:C1260926
HP:0001001,Abnormality of subcutaneous fat tissue,,,Abnormality of fatty tissue below the skin,,HP:0009124; HP:0011354,HP:0001031; HP:0003758; HP:0007525; HP:0007552; HP:0009003,否,,否,,,UMLS:C4025813
HP:0001002,obsolete Decreased subcutaneous fat,,,,,,,是,,是,,,
HP:0001003,Multiple lentigines,"Presence of an unusually high number of lentigines (singular: lentigo), which are flat, tan to brown oval spots.",Lentigines are commonly (but not always) due to chronic sun exposure (solar lentigines; sometimes called liver spots) and occur most frequently on the face and back of the hands.,,,HP:0001034,,是,,否,,,SNOMEDCT_US:72100002; UMLS:C0036651; UMLS:C1328931
HP:0001004,Lymphedema,Localized fluid retention and tissue swelling caused by a compromised lymphatic system.,,Swelling caused by excess lymph fluid under skin; Lymphoedema; Lymphatic obstruction; Onset of lymphedema around puberty,,HP:0000969,HP:0003550; HP:0004788,否,HP:0003605,否,,,SNOMEDCT_US:234097001; SNOMEDCT_US:30213001; UMLS:C0024236; UMLS:C0240278; UMLS:C1835229
HP:0001005,Dermatological manifestations of systemic disorders,,,,,HP:0011354,HP:0000952; HP:0000961; HP:0001038; HP:0001050,否,,否,,,UMLS:C4025812
HP:0001006,obsolete Hypotrichosis,,,,,,,是,,是,,,
HP:0001007,Hirsutism,Abnormally increased hair growth referring to a male pattern of body hair (androgenic hair).,,Excessive hairiness,,HP:0011362,HP:0002230; HP:0009889,否,,否,,,SNOMEDCT_US:399939002; UMLS:C0019572
HP:0001008,Accumulation of melanosomes in melanocytes,,,,,HP:0011125,,是,,否,,,UMLS:C1843389
HP:0001009,Telangiectasia,"Telangiectasias refer to small dilated blood vessels located near the surface of the skin or mucous membranes, measuring between 0.5 and 1 millimeter in diameter. Telangiectasia are located especially on the tongue, lips, palate, fingers, face, conjunctiva, trunk, nail beds, and fingertips.",,Telangiectases,Spider veins,HP:0011276,HP:0001232; HP:0007489; HP:0007583; HP:0007763; HP:0100579; HP:0100585,否,HP:0001079,否,,,SNOMEDCT_US:112641009; SNOMEDCT_US:247479008; UMLS:C0039446; UMLS:C1138421
HP:0001010,Hypopigmentation of the skin,A reduction of skin color related to a decrease in melanin production and deposition.,,Hypopigmented skin; Patchy lightened skin; Hypopigmentation,Skin hypopigmentation,HP:0001000,HP:0001053; HP:0007443; HP:0007513; HP:0007535; HP:0007544; HP:0007554; HP:0009123; HP:0009719; HP:0200098,否,HP:0005589; HP:0007604; HP:0007622,否,,,SNOMEDCT_US:18655006; SNOMEDCT_US:201284005; SNOMEDCT_US:23006000; SNOMEDCT_US:89031001; UMLS:C0162835
HP:0001011,obsolete Diaphoresis (with pheochromocytoma),,,,,,,是,,是,,,
HP:0001012,Multiple lipomas,The presence of multiple lipomas (a type of benign tissue made of fatty tissue).,"A lipoma is a benign tumor composed of fatty tissue. They are the most common form of soft tissue tumor and are usually soft to the touch, movable, and generally painless (but there is a separate entity of painful multiple lipomas which is a hereditary disease called Dercum disease or adiposis dolorosa). Many lipomas are small (under one centimeter diameter) but can enlarge to sizes greater than six centimeters. Lipomas are commonly found in adults from 40 to 60 years of age, but can also be found in children.",Lipomata; Multiple fatty lumps,Lipomatosis; Lipomas,HP:0012031,HP:0001031; HP:0006773; HP:0100251,否,,否,,,NCIT:C3192; SNOMEDCT_US:404062002; SNOMEDCT_US:46720004; SNOMEDCT_US:93163002; UMLS:C0023798; UMLS:C0745730
HP:0001013,Eruptive xanthomas,"Eruptive xanthomas are yellow-orange-to-red-brown papules that are often surrounded by an erythematous halo. They appear in crops on the buttocks, extensor surfaces of the extremities, and flexural creases. Acutely, variable amounts of pruritus and pain occur.",Eruptive xanthomas occur in the setting of chylomicronemia and hypertriglyceridemia.,,,HP:0000991,,是,,否,,,SNOMEDCT_US:238952003; UMLS:C0221252
HP:0001014,Angiokeratoma,"Angiokeratomas are hyperkeratotic papules that are characterized histologically by superficial ectatic (i.e., dilated) blood vessels with epidermal proliferation. Clinically, angiokeratoma presents as a small, raised, dark-red spot.",Angiokeratomas occur clinically as 1 of 5 different subtypes.,Angiokeratomas,,HP:0011276,HP:0001071,否,,否,,,SNOMEDCT_US:26810009; UMLS:C0002985
HP:0001015,Prominent superficial veins,"A condition in which superficial veins (i.e., veins just under the skin) are more conspicuous or noticeable than normal.",See Figure 4 of PMID:24456199,Marked subcutaneous veins; Prominent veins,,HP:0007394; HP:0002624,HP:0001043; HP:0007457; HP:0100885,否,,否,,,UMLS:C1837785
HP:0001017,Anemic pallor,A type of pallor that is secondary to the presence of anemia.,,Anaemic pallor,,HP:0000980,,是,,否,,,UMLS:C4025811
HP:0001018,Abnormal palmar dermatoglyphics,"An abnormality of the dermatoglyphs, i.e., an abnormality of the patterns of ridges of the skin of palm of hand.",,,,HP:0007477,HP:0001042; HP:0005689; HP:0005875; HP:0005882; HP:0006189; HP:0007602; HP:0007608; HP:0010490,否,,否,,,UMLS:C4025810
HP:0001019,Erythroderma,"An inflammatory exfoliative dermatosis involving nearly all of the surface of the skin. Erythroderma develops suddenly. A patchy erythema may generalize and spread to affect most of the skin. Scaling may appear in 2-6 days and be accompanied by hot, red, dry skin, malaise, and fever.","Erythroderma can occur at any age. Erythroderma with a congenital or neonatal onset has a different differential diagnosis than adult-onset erythroderma. Several skin disorders may culminate with erythroderma: seborrheic dermatitis/sarcoidosis; contact (allergic or irritant) dermatitis (eg, stasis dermatitis with generalization); atopic dermatitis/autoimmune disease (systemic lupus/dermatomyositis/bullous pemphigoid/pemphigus foliaceus/lichen planus/graft-versus-host disease); lymphoma/leukemia (including Sézary syndrome); psoriasis, including Reiter syndrome/pityriasis rubra pilaris (PRP); infections (human immunodeficiency virus, dermatophytosis), ichthyoses, infestations (Norwegian scabies); drug reactions. Some cases are also associated with erosions (loss of epidermis with an epidermal base), crusting (serous, sanguineous, or pustular), and the potential for hair and nail changes. Exfoliative dermatitis and erythroderma (the preferred term) have been used synonymously in the literature.",Generalized erythroderma; Generalised erythroderma; Generalized erythrodermia; Generalised erythrodermia; Exfoliative dermititis,,HP:0011123,HP:0007381,否,,否,,,SNOMEDCT_US:200948000; SNOMEDCT_US:396349005; SNOMEDCT_US:396350005; SNOMEDCT_US:399992009; SNOMEDCT_US:400005007; UMLS:C0011606
HP:0001022,Albinism,"An abnormal reduction in the amount of pigmentation (reduced or absent) of skin, hair and eye (iris and retina).",,Albinism; Achromasia,,HP:0005599; HP:0007513,,是,,否,,,SNOMEDCT_US:15890002; SNOMEDCT_US:18064000; UMLS:C0001916; UMLS:C0333913
HP:0001024,Skin dimple over apex of long bone angulation,,,,,HP:0010781,,是,,否,,,UMLS:C1855815
HP:0001025,Urticaria,"Raised, well-circumscribed areas of erythema and edema involving the dermis and epidermis. Urticaria is intensely pruritic, and blanches completely with pressure.",,Hives,,HP:0011276,,是,,否,,,MEDDRA:10046735; SNOMEDCT_US:126485001; SNOMEDCT_US:247472004; SNOMEDCT_US:64305001; UMLS:C0042109
HP:0001026,Penetrating foot ulcers,,,Penetrating foot ulcers,,HP:0200042,,是,,否,,,UMLS:C4025809
HP:0001027,"Soft, doughy skin","A skin texture that is unusually soft (and may feel silky), and has a malleable consistency resembling that of dough.",,"Soft, doughy skin",,HP:0000977,,是,,否,,,UMLS:C1849043
HP:0001028,Hemangioma,"A hemangioma is a benign tumor characterized by blood-filled spaces lined by benign endothelial cells. A hemangioma characterized by large endothelial spaces (caverns) is called a cavernous hemangioma (in contrast to a hemangioma with small endothelial spaces, which is called capillary hemangioma).",,Strawberry mark,Hemangiomata,HP:0100742,HP:0000329; HP:0001048; HP:0001076; HP:0005306; HP:0007461; HP:0007872; HP:0009711; HP:0012222; HP:0012329,否,HP:0007444,否,,,NCIT:C3085; SNOMEDCT_US:2099007; SNOMEDCT_US:253053003; SNOMEDCT_US:400210000; UMLS:C0018916
HP:0001029,Poikiloderma,"Poikiloderma refers to a patch of skin with (1) reticulated hypopigmentation and hyperpigmentation, (2) wrinkling secondary to epidermal atrophy, and (3) telangiectasias.","Poikiloderma does not refer to a specific disease entity, but can be seen owing to a number of different causes. See Figure 2 of PMID:32363096.",,,HP:0011121,,是,,否,,,MEDDRA:10057041; SNOMEDCT_US:402685001; SNOMEDCT_US:70114006; UMLS:C0392777
HP:0001030,Fragile skin,Skin that splits easily with minimal injury.,,Fragile skin; Skin fragility,,HP:0011354,HP:0007585,否,,否,,,MEDDRA:10040851; SNOMEDCT_US:247427007; UMLS:C0241181
HP:0001031,Subcutaneous lipoma,The presence of subcutaneous lipoma.,,,,HP:0008069; HP:0001012; HP:0001001,HP:0007596,否,,否,,,NCIT:C3192; UMLS:C1403035
HP:0001032,Absent distal interphalangeal creases,Absence of the distal interphalangeal flexion creases of the fingers.,,Absence of skin creases over distal interphalangeal joints; Aplasia of the distal interphalangeal creases; Distal finger flexion creases absent,,HP:0006109,HP:0005780,否,,否,,,UMLS:C1861349
HP:0001033,Facial flushing after alcohol intake,,,Facial flushing after alcohol intake,,,,是,,否,,,UMLS:C4025808
HP:0001034,Hypermelanotic macule,A hyperpigmented circumscribed area of change in normal skin color without elevation or depression of any size.,,Hyperpigmented macules; Hyperpigmented spots,Hyperpigmented skin patches,HP:0007400; HP:0012733,HP:0000957; HP:0001003; HP:0005605; HP:0007412; HP:0011369,否,HP:0007442; HP:0007491; HP:0007492; HP:0100815; HP:0200031; HP:0200033,否,,,UMLS:C1842774
HP:0001036,Parakeratosis,"Abnormal formation of the keratinocytes of the epidermis characterized by persistence of nuclei, incomplete formation of keratin, and moistness and swelling of the keratinocytes.",Persistence of the nuclei of keratinocytes as they rise into the stratum corneum of the epidermis. Parakeratosis is observed as scaling in many conditions such as psoriasis.,,,HP:0011368,,是,,否,,,SNOMEDCT_US:200766001; SNOMEDCT_US:65068000; UMLS:C0030436
HP:0001038,Warfarin-induced skin necrosis,,,,,HP:0001005,,是,,否,,,UMLS:C1867638
HP:0001039,Atheroeruptive xanthoma,,,,,HP:0000991,,是,,否,,,UMLS:C4025807
HP:0001040,Multiple pterygia,,,,,HP:0001059,,是,,否,,,UMLS:C1867448
HP:0001041,Facial erythema,"Redness of the skin of the face, caused by hyperemia of the capillaries in the lower layers of the skin.",,Blushing; Blushed cheeks; Red in the face; Red face,Ruddy face,HP:0010783,,是,HP:0001068,否,,,SNOMEDCT_US:20255002; SNOMEDCT_US:271811009; SNOMEDCT_US:398909004; UMLS:C0005874; UMLS:C0035854; UMLS:C0239488; UMLS:C4020880
HP:0001042,High axial triradius,,,,,HP:0001018,,是,,否,,,UMLS:C4025806
HP:0001043,Prominent scalp veins,,,Prominent scalp veins,,HP:3000036; HP:0001015; HP:0001965,,是,,否,,,UMLS:C1856542
HP:0001045,Vitiligo,,,Blotchy loss of skin color; Blotchy loss of skin colour,,HP:0001000,HP:0005602,否,,否,,,SNOMEDCT_US:56727007; UMLS:C0042900
HP:0001046,Intermittent jaundice,"Jaundice that is sometimes present, sometimes not.",,Intermittent yellow skin; Intermittent icterus; Intermittent yellowing of skin,,HP:0000952,,是,,否,,,UMLS:C4025805
HP:0001047,Atopic dermatitis,"Atopic dermatitis (AD) or atopic eczema is an itchy, inflammatory skin condition with a predilection for the skin flexures. It is characterized by poorly defined erythema with edema, vesicles, and weeping in the acute stage and skin thickening (lichenification) in the chronic stage.","In infants, atopic dermatitis is known as infantile eczema.","Allergic eczema; Dermatitis, Atopic; Infantile eczema; Prurigo Besnier; Neurodermatitis; Atopic dermatitis, chronic; Atopic eczema",Baby eczema,HP:0000964,HP:0007573,否,HP:0007533; HP:0007564,否,,,SNOMEDCT_US:200775004; SNOMEDCT_US:24079001; UMLS:C0011615; UMLS:C4280605
HP:0001048,Cavernous hemangioma,The presence of a cavernous hemangioma. A hemangioma characterized by large endothelial spaces (caverns) is called a cavernous hemangioma.,,Collection of dilated blood vessels that forms mass; Cavernous haemangioma; Cavernous angioma,,HP:0001028,HP:0007486,否,,否,,,MEDDRA:10055899; NCIT:C3086; SNOMEDCT_US:33377007; SNOMEDCT_US:416824008; SNOMEDCT_US:56975005; UMLS:C0018920
HP:0001049,Absent dorsal skin creases over affected joints,,,,,HP:0006143,,是,,否,,,UMLS:C1861400
HP:0001050,Plethora,,Related to polycythemia.,,,HP:0001005,,是,,否,,,SNOMEDCT_US:75246004; UMLS:C0232370
HP:0001051,Seborrheic dermatitis,"Seborrheic dermatitis is a form of eczema which is closely related to dandruff. It causes dry or greasy peeling of the scalp, eyebrows, and face, and sometimes trunk.",Dandruff.,Seborrheic eczema; Seborrhea,Dysseborrheic dermatitis,HP:0000964,HP:0007569,否,HP:0007562,否,,,SNOMEDCT_US:50563003; SNOMEDCT_US:86708008; UMLS:C0036508; UMLS:C3806554
HP:0001052,Nevus flammeus,A congenital vascular malformation consisting of superficial and deep dilated capillaries in the skin which produce a reddish to purplish discolouration of the skin.,"Port-wine stains generally become deeper, thicker, and darker in color over time, mainly as a result of progressive vascular dilatation. As a result of these changes, which are generally much more evident on the face, patients often develop hypertrophy and nodularity after the third or fourth decade of life. The fact that nodules are only found on the face and do not occur in childhood has led some authors to suggest that port-wine stains might actually be hamartomatous lesions.",port-wine stain; Nevus simplex,,HP:0003764,HP:0007413; HP:0007616; HP:0010733,否,,否,,,MEDDRA:10067193; SNOMEDCT_US:254211001; SNOMEDCT_US:416377005; UMLS:C0235752
HP:0001053,Hypopigmented skin patches,,,Patchy loss of skin colour; Patchy loss of skin color,,HP:0001010; HP:0011355,HP:0005590; HP:0005593; HP:0007526,否,,否,,,UMLS:C1836735
HP:0001054,Numerous nevi,,,Multiple pigmented nevi; Numerous moles,,HP:0003764,,是,,否,,,UMLS:C1849677
HP:0001055,Erysipelas,"Increased susceptibility to erysipelas, as manifested by a medical history of repeated episodes of erysipelas, which is a superficial infection of the skin, typically involving the lymphatic system.",,,St. Anthony's Fire,HP:0011123,,是,,否,,,MEDDRA:10015145; SNOMEDCT_US:44653001; SNOMEDCT_US:51510002; UMLS:C0014714; UMLS:C0014733
HP:0001056,Milia,Presence of multiple small cysts containing keratin (skin protein) and presenting as tiny pearly-white bumps just under the surface of the skin.,"Milia are a normal finding in newborn babies (40-50%), often occurring around the nose.",Millium cyst; Milk spot,,HP:0011355,,是,,否,,,SNOMEDCT_US:254679001; SNOMEDCT_US:254683001; SNOMEDCT_US:37719003; UMLS:C0345996
HP:0001057,Aplasia cutis congenita,"A developmental defect resulting in the congenital absence of skin in multiple or solitary non-inflammatory, well-demarcated, oval or circular ulcers with a diameter of about 1 to 2 cm. Aplasia cutis congenita most commonly occurs on the scalp, but may present in the face, trunk, or limbs.",,Congenital absence of skin; Cutis aplasia; Absence of part of skin at birth,,HP:0008065,HP:0007385; HP:0007589,否,,否,,,MEDDRA:10002963; SNOMEDCT_US:254237003; SNOMEDCT_US:35484002; SNOMEDCT_US:74223008; UMLS:C0265989; UMLS:C0282160
