HPO编码,标准名称（英文）,标准名称（中文）,定义（中文）
HP:0034869,Reduced erythrocyte free porphyrin concentration,红细胞游离卟啉浓度降低,
HP:0034870,Reduced circulating urocanic acid concentration,循环尿刊酸浓度降低,
HP:0034871,Decreased urinary epinephrine level,尿肾上腺素水平降低,
HP:0034872,Decreased CSF epinephrine concentration,脑脊液肾上腺素浓度降低,
HP:0034873,Decreased circulating epinephrine concentration,循环肾上腺素浓度降低,
HP:0034874,Decreased circulating norepinephrine concentration,循环去甲肾上腺素浓度降低,
HP:0034875,Decreased urinary norepinephrine level,尿去甲肾上腺素浓度降低,
HP:0034876,Decreased urinary metaepinephrine level,尿甲氧基肾上腺素水平降低,
HP:0034877,Decreased CSF metanephrine concentration,脑脊液甲氧基肾上腺素水平降低,
HP:0034878,Decreased circulating metanephrine concentration,循环甲氧基肾上腺素水平降低,
HP:0034879,Ovarian mass,卵巢肿块,
HP:0034880,Adrenal mass,肾上腺肿块,
HP:0034881,Uterine mass,子宫肿块,
HP:0034882,Prostatic calculus,前列腺结石,
HP:0034883,Decreased portal vein velocity,门静脉流速降低,
HP:0034884,Uterine cervix mass,子宫颈肿块,
HP:0034885,Abnormal urinary uromodulin level,尿液尿调节素水平异常,
HP:0034886,Decreased urinary uromodulin level,尿液尿调节素水平降低,
HP:0034887,Increased urine phenylacetylglutamine level,尿苯乙酰谷氨酰胺水平升高,
HP:0034888,Decreased urine guanidinoacetic acid level,尿胍乙酸水平降低,
HP:0034889,Positive urine infectious agent nucleic acid test,尿液感染性病原体核酸检测阳性,
HP:0034890,Positive CMV urine nucleic acid test,尿巨细胞病毒核酸检测阳性,
HP:0034891,Positive Neisseria gonorrhoeae urine nucleic acid test,尿淋病奈瑟氏菌核酸检测阳性,
HP:0034892,Positive enterovirus urine nucleic acid test,尿肠道病毒核酸检测阳性,
HP:0034893,Elevated brain glycine level by MRS,MRS 检测脑甘氨酸水平升高,
HP:0034894,Elevated brain polyol compounds by MRS,MRS 检测脑多元醇化合物升高,
HP:0034895,Elevated brain gamma-aminobutyric acid by MRS,MRS 检测脑γ-氨基丁酸升高,
HP:0034896,History of recent anticoagulant ingestion,近期服用抗凝药史,
HP:0034897,Decreased circulating antidiuretic hormone concentration,循环抗利尿激素浓度降低,
HP:0034898,Elevated circulating growth hormone-releasing hormone concentration,循环生长激素释放激素浓度升高,
HP:0034899,Abnormal amniotic fluid protein concentration,羊水蛋白浓度异常,
HP:0034900,Decreased amniotic fluid alpha-fetoprotein concentration,羊水甲胎蛋白浓度降低,
HP:0034901,Increased circulating vitamin E concentration,循环维生素E浓度升高,
HP:0034902,Abnormal circulating calcitonin concentration,循环降血钙素浓度异常,
HP:0034903,Decreased circulating calcitonin concentration,循环降血钙素浓度降低,
HP:0034904,Decreased circulating thyrotropin releasing hormone concentration,循环促甲状腺激素释放激素降低,
HP:0034905,Elevated circulating uroporphyrin concentration,循环尿卟啉浓度升高,
HP:0034906,Increased urine pentacarboxylporphyrin level,尿五羧基卟啉水平升高,
HP:0034907,Increased urine hexacarboxylporphyrin level,尿六羧基卟啉水平升高,
HP:0034908,Increased circulating dehydroepiandrosterone concentration,循环脱氢表雄酮浓度升高,
HP:0034909,Increased erythrocyte coproporphyrin concentration,红细胞粪卟啉浓度增高,
HP:0034910,Increased erythrocyte uroproporphyrin concentration,红细胞尿卟啉浓度增高,
HP:0034911,Decreased circulating apolipoprotein E concentration,循环载脂蛋白E浓度降低,
HP:0034912,Elevated circulating apolipoprotein E concentration,循环载脂蛋白E浓度升高,
HP:0034913,Acrosomal hypoplasia,顶体发育不良,
HP:0034914,Oocyte maturation arrest,卵母细胞成熟阻滞,
HP:0034915,Abnormal anus morphology,肛门形态异常,
HP:0034916,Abnormal anus physiology,肛门生理异常,
HP:0034917,Weak anal sphincter tone,肛门括约肌张力弱,
HP:0034918,"Reduced muscle 2,4-dienoyl-CoA reductase activity","肌肉2,4-二烯酰辅酶A还原酶活性降低",
HP:0034919,"Reduced liver 2,4-dienoyl-CoA reductase activity","肝2,4-二烯酰辅酶A还原酶活性降低",
HP:0034920,Nasal mucosa vasculitis,鼻黏膜血管炎,
HP:0034921,Pituitary blastoma,垂体母细胞瘤,
HP:0034922,Peripheral axon spheroid formation,外周轴突球体形成,
HP:0034923,Reduced liver carboxylesterase 1 activity,肝羧酸酯酶1活性降低,
HP:0034924,Abnormal dermis morphology,真皮形态异常,
HP:0034925,Perivascular dermis hyaline deposition,血管周围透明沉积物,
HP:0034926,Perivascular small intestinal hyaline deposition,小肠血管周围透明沉积物,
HP:0034927,Large keratohyaline granules,角膜大透明颗粒,
HP:0034928,Decreased muscle lipoic acid content,肌肉硫辛酸含量减少,
HP:0034929,Reduced hepatic cystathionine gamma-lyase activity,肝胱硫氨酸γ -裂解酶活性降低,
HP:0034930,Digestive system neoplasm,消化系统肿瘤,
HP:0034931,Lumbar spondylosis,腰椎关节强硬,
HP:0034932,Decreased circulating acid maltase activity,循环酸性麦芽糖酶活性降低,
HP:0034934,Abnormal circulating 7-dehydrocholesterol concentration,循环7-脱氢胆固醇浓度异常,
HP:0034935,Decreased circulating 7-dehydrocholesterol concentration,循环7-脱氢胆固醇浓度降低,
HP:0034936,Elevated circulating lathosterol concentration,循环烯胆甾烷醇浓度升高,
HP:0034937,Elevated circulating desmosterol concentration,循环链甾醇浓度升高,
HP:0034938,Decreased circulating sialic acid concentration,循环唾液酸浓度降低,
HP:0034939,Purulent synovial fluid,脓性滑膜液,
HP:0034940,Muscle fiber calsequestrin 1-containing inclusion bodies,含肌纤维肌集钙蛋白1的包涵体,
HP:0034941,Palatine myxoma,腭粘液瘤,
HP:0034942,Vaginal myxoma,阴道粘液瘤,
HP:0034943,Decreased dermal collagen,真皮胶原蛋白减少,
HP:0034944,Irregularly shaped keratohyaline granules,不规则形状的角质透明颗粒,
HP:0034945,Tubular shadows,管状阴影,
HP:0034946,Multiple eyelid margin cysts,眼睑边缘多发囊肿,
HP:0034947,Altered location of the longitudinal column in the fibrous sheath,纤维鞘内纵柱位置改变,
HP:0034948,Uterine myxoma,子宫粘液瘤,
HP:0034949,Uterine cervix myxoma,子宫颈粘液瘤,
HP:0034950,Typified by complete penetrance,以完全外显为特征,
HP:0034951,Osteochondromyxoma,骨软骨粘液瘤,
HP:0034952,Gangliocytoma,神经节细胞瘤,
HP:0034953,Duodenal gastrinoma,十二指肠胃泌素瘤,
HP:0034954,Thymic carcinoid tumor,胸腺类癌,
HP:0034955,Bone marrow eosinophilia,骨髓嗜酸性粒细胞增多症,
HP:0034956,Exacerbated by lithium exposure,锂接触加重,
HP:0034957,Reduced hepatic glycogen debrancher enzyme activity,肝糖原脱支酶活性降低,
HP:0034958,Asymmetrical insertion of the midpiece into the head,中段非对称地接在头部,
HP:0034959,Bent sperm neck,精子颈弯曲,
HP:0034960,"Elevated urine 3,6-epoxydicarboxylic acid level","尿液 3,6-环氧二羧酸水平升高",
HP:0034961,Gallbladder biliary sludging,胆囊胆汁淤积,
HP:0034962,Exacerbated by amiodarone exposure,接触胺碘酮加重,
HP:0034963,Ureteral mass,输尿管肿块,
HP:0034964,Wide cavum septum pellucidum,透明隔腔增宽,
HP:0034965,Hypoplastic trochlear nerve,滑车神经发育不良,
HP:0034966,Thymic cyst,胸腺囊肿,
HP:0034967,Uterine cyst,子宫囊肿,
HP:0034968,Urinary bladder mass,膀胱肿块,
HP:0034969,Endosteal scalloping,骨内膜扇形样变,
HP:0034970,Urinary bladder hamartoma,膀胱错构瘤,
HP:0034971,Peritoneal mass,腹膜肿块,
HP:0034972,Fallopian tube mass,输卵管肿块,
HP:0034973,Aplasia of the pyramids of the medulla oblongata,延髓锥体发育不良,
HP:0034974,Bathrocephaly,梯形头,
HP:0034975,Occipital horn,枕角,
HP:0034976,Absent pituitary stalk,垂体柄缺如,
HP:0034977,Abnormal pituitary stalk morphology,垂体柄形态异常,
HP:0034978,Interrupted pituitary stalk,垂体柄中断,
HP:0034979,Facial synkinesis,面部联动,
HP:0034980,Synkinesis,联带动作,
HP:0034981,Exposure to birds,鸟类接触史,
HP:0034982,Perianal anethesia,肛周麻醉,
HP:0034983,Failure of phenylephrine to induce blanching of eye redness,苯肾上腺素未能使眼部充血消退,
HP:0034984,Fetal alcohol exposure,胎儿酒精接触,
HP:0034985,Reduced cellular cobalamin uptake,细胞钴胺素摄取减少,
HP:0034986,Focal necrotic brainstem lesion,局灶性坏死性脑干病变,
HP:0034987,Focal necrotic optic nerve lesion,局灶性坏死性视神经病变,
HP:0034988,Focal necrotic thalamus lesion,局灶性坏死性丘脑病变,
HP:0034989,Interstitial dermal edema,真皮间质性水肿,
HP:0034990,Shoulder abduction contracture,肩外展挛缩,
HP:0034991,Shoulder external rotation contracture,肩部外旋挛缩,
HP:0034992,Thumb adduction contracture,拇指内收挛缩,
HP:0034993,Hip internal rotation contracture,髋关节内旋挛缩,
HP:0034995,"Reduced tissue fructose-1,6-bisphosphatase activity","组织果糖-1,6-双磷酸酶活性降低",
HP:0034996,Reduced hepatic carbamoylphosphate synthetase 1 activity,肝脏氨基甲酰磷酸合成酶1活性降低,
HP:0034997,Reduced intraepidermal small nerve fiber density,表皮内小神经纤维密度降低,
HP:0034998,Femoral artery duplication,股动脉重复,
HP:0034999,Intracellular accumulation of collagen VII,VII型胶原蛋白在细胞内积聚,
HP:0035000,Reduced reticular lamina anchoring fibril density,网状层锚定原纤维密度减少,
HP:0035001,Reduced lamina lucida anchoring filament density,透明层锚定丝密度减少,
HP:0035002,Reduced epidermal keratin 5 protein expression,表皮角蛋白5蛋白表达减少,
HP:0035003,Reduced epidermal keratin 14 protein expression,表皮角蛋白14蛋白表达减少,
HP:0035004,Reduced epidermal keratin protein expression,表皮角蛋白表达减少,
HP:0035005,Reduced hepatic alanine-glyoxylate aminotransferase activity,肝脏丙氨酸乙醛酸转氨酶活性降低,
HP:0035006,Hepatic sinusoidal dilatation,肝窦扩张,
HP:0035007,Thin spermatozoon midpiece,精子中段薄,
HP:0035008,Thick spermatozoon midpiece insertion,厚精子中段插入,
HP:0035009,Shoulder adduction contracture,肩内收挛缩,
HP:0035010,Occupational exposure history,职业暴露史,
HP:0035011,Occupational silver exposure,职业银暴露,
HP:0035012,Abnormal femoral artery morphology,股动脉形态异常,
HP:0035013,Abnormal extrahepatic bile duct morphology,肝外胆管形态异常,
HP:0035014,Extrahepatic bile duct fibrosis,肝外胆管纤维化,
HP:0035015,Elevated circulating short-chain acylcarnitine concentration,循环短链酰基肉碱浓度升高,
HP:0035016,Elevated circulating C4 acylcarnitine concentration,循环C4酰肉碱浓度升高,
HP:0035017,Elevated circulating medium-chain acylcarnitine concentration,循环中链酰基肉碱浓度升高,
HP:0035018,Elevated circulating long-chain acylcarnitine concentration,循环长链酰基肉碱浓度升高,
HP:0035019,Elevated circulating C5 acylcarnitine concentration,循环C5酰肉碱浓度升高,
HP:0035020,Elevated circulating C18 acylcarnitine concentration,循环C18酰肉碱浓度升高,
HP:0035021,Elevated circulating C16 acylcarnitine concentration,循环C16酰肉碱浓度升高,
HP:0035022,Elevated circulating very long-chain acylcarnitine concentration,循环极长链酰基肉碱浓度升高,
HP:0035023,Elevated circulating acetylcarnitine concentration,循环乙酰肉碱浓度升高,
HP:0035024,Elevated circulating methylmalonylcarnitine concentration,循环甲基丙二酰肉碱浓度升高,
HP:0035025,Elevated circulating 3-hydroxyhexadecanoylcarnitine concentration,循环3-羟基十六酰肉碱浓度升高,
HP:0035026,Elevated circulating C6 acylcarnitine concentration,循环C6酰肉碱浓度升高,
HP:0035027,Elevated circulating methylglutarylcarnitine concentration,循环甲基戊二酰肉碱浓度升高,
HP:0035028,Elevated circulating 3-hydroxyisovalerylcarnitine concentration,循环3-羟基异戊酰肉碱浓度升高,
HP:0035029,Elevated circulating 3-hydroxyhexanoylcarnitine concentration,循环3-羟基己酰肉碱浓度升高,
HP:0035030,Elevated circulating carnitine concentration,循环肉碱浓度升高,
HP:0035031,Elevated circulating tiglylcarnitine concentration,循环替甲酰基肉碱浓度升高,
HP:0035032,Reduced circulating acetylcarnitine concentration,循环乙酰肉碱浓度降低,
HP:0035033,Reduced circulating octadecenoylcarnitine concentration,循环十八碳烯酰肉碱浓度降低,
HP:0040004,Abnormality of corneal shape,角膜形状异常,
HP:0040006,Mortality/Aging,死亡/衰老,
HP:0040007,Absent pigmentation of chest,胸部无色素沉着,
HP:0040008,Aplasia of facial bones,颜面骨不发育,
HP:0040009,Hyperparakeratosis,过度角化不全,
HP:0040010,Small posterior fossa,后颅窝小,
HP:0040011,Flat posterior fossa,扁平后颅窝,
HP:0040012,Chromosome breakage,染色体断裂,
HP:0040013,Decreased mitochondrial number,线粒体数量减少,
HP:0040014,Increased mitochondrial number,线粒体数目增加,
HP:0040015,Increased activity of mitochondrial respiratory chain,线粒体呼吸链活性增高,
HP:0040016,Prominent coccyx,突出的尾骨,
HP:0040017,Protruding coccyx,尾骨突出,
HP:0040018,Clinodactyly of hallux,拇趾弯曲,
HP:0040019,Finger clinodactyly,指弯曲,
HP:0040020,Radial deviation of the 5th finger,小指桡偏,
HP:0040022,Clinodactyly of the 2nd finger,第二指弯曲,
HP:0040023,Clinodactyly of the thumb,拇指弯曲,
HP:0040024,Clinodactyly of the 3rd finger,第三指弯曲,
HP:0040025,Clinodactyly of the 4th finger,第四指弯曲,
HP:0040030,Chorioretinal hypopigmentation,脉络膜视网膜色素沉着减退,
HP:0040031,Chorioretinal hyperpigmentation,脉络膜视网膜色素沉着,
HP:0040032,Hypoplasia of the upper eyelids,上眼睑发育不全,
HP:0040033,Aplasia/Hypoplasia of the fifth metatarsal bone,第五跖骨不发育/发育不全,
HP:0040034,Abnormality of the second metatarsal bone,第二跖骨异常,
HP:0040035,Abnormality of the fourth metatarsal bone,第四跖骨异常,
HP:0040036,Onychogryposis of fingernail,指甲弯曲,
HP:0040039,Onycholysis of fingernails,指甲剥离,
HP:0040040,Toenail onycholysis,趾甲松解症,
HP:0040042,Aplasia of the eccrine sweat glands,外泌汗腺不发育,
HP:0040043,Hypoplasia of the eccrine sweat glands,外泌汗腺发育不全,
HP:0040044,Hypoplasia of the diaphragm,横膈膜发育不全,
HP:0040045,Abnormal hemidiaphragm morphology,单侧横膈形态异常,
HP:0040046,Abnormal left hemidiaphragm morphology,左侧横膈形态异常,
HP:0040047,Abnormal right hemidiaphragm morphology,右侧横膈形态异常,
HP:0040049,Macular edema,黄斑水肿,
HP:0040050,Sparse upper eyelashes,上睫稀疏,
HP:0040051,Abnormality of upper eyelashes,上睫异常,
HP:0040052,Abnormality of lower eyelashes,下睫异常,
HP:0040053,Long lower eyelashes,长下睫,
HP:0040054,Short upper eyelashes,短上睫,
HP:0040055,Short lower eyelashes,短下睫,
HP:0040056,Absent upper eyelashes,上睫缺如,
HP:0040057,Abnormal nasal hair morphology,鼻毛形态异常,
HP:0040059,Calcification of ribs,肋骨钙化,
HP:0040061,Osteosclerosis of the radius,桡骨骨硬化,
HP:0040062,Slender radius,细长桡骨,
HP:0040063,Decreased adipose tissue,脂肪组织减少,
HP:0040064,Abnormality of limbs,肢体异常,
HP:0040068,Abnormality of limb bone,四肢骨骼异常,
HP:0040069,Abnormal lower limb bone morphology,下肢骨形态异常,
HP:0040070,Abnormal upper limb bone morphology,上肢骨骼形态异常,
HP:0040071,Abnormal morphology of ulna,尺骨形态异常,
HP:0040072,Abnormal forearm bone morphology,前臂骨形态异常,
HP:0040075,Hypopituitarism,垂体功能减退,
HP:0040078,Axonal degeneration,轴索变性,
HP:0040079,Irregular dentition,牙列不规则,
HP:0040080,Anteverted ears,前倾耳,
HP:0040081,Abnormal circulating creatine kinase concentration,血液肌酸激酶水平异常,
HP:0040082,Happy demeanor,快乐举止,
HP:0040084,Abnormal circulating renin concentration,循环肾素水平异常,
HP:0040085,Abnormal circulating aldosterone concentration,循环醛固酮水平异常,
HP:0040086,Abnormal prolactin level,催乳素水平异常,
HP:0040087,Abnormal blood folate concentration,血液叶酸异常,
HP:0040088,Abnormal lymphocyte count,淋巴细胞计数异常,
HP:0040089,Abnormal natural killer cell count,自然杀伤细胞数量异常,
HP:0040090,Abnormal tympanic membrane morphology,鼓膜形态异常,
HP:0040091,Asymmetry of the size of ears,耳朵大小不对称,
HP:0040092,Asymmetry of the shape of the ears,耳朵形状不对称,
HP:0040093,Asymmetry of the position of the ears,耳朵位置不对称,
HP:0040095,Neoplasm of the outer ear,外耳肿瘤,
HP:0040096,Neoplasm of the inner ear,内耳肿瘤,
HP:0040097,Neoplasm of the ceruminal gland,耵聍腺肿瘤,
HP:0040098,Basalioma of the outer ear,外耳基底细胞癌,
HP:0040099,Abnormality of the round window,圆窗异常,
HP:0040100,Abnormality of the vestibular window,前庭窗异常,
HP:0040101,Cutaneous atresia of the external auditory canal,外耳道皮肤闭锁,
HP:0040102,Osseous atresia of the external auditory canal,外耳道骨性闭锁,
HP:0040103,Cutaneous stenosis of the external auditory canal,外耳道皮肤狭窄,
