HPO编码,标准名称（英文）,定义,注释,精确同义词（多个用分号分隔）,相关同义词（多个用分号分隔）,父类HPO编码（多个用分号分隔）,子类HPO编码（多个用分号分隔）,是否为叶子节点,替代ID（多个用分号分隔）,是否已废弃,被替换为,创建日期,外部引用（多个用分号分隔）,标准名称（中文）,定义（中文）,精确同义词（中文）,相关同义词（中文）,注释（中文）
HP:0011593,Left aortic arch with retroesophageal diverticulum of Kommerell,A patent ductus arteriosus or ductal ligament completes the ring.,,Kommerell diverticulum,,,,是,,否,,2012-04-08T02:02:42Z,SNOMEDCT_US:74561007; UMLS:C0265885,左位主动脉弓伴食管后Kommerell憩室,,康默尔迪维蒂库姆（注：此为直译，通常在中文医学文献中会使用更为熟悉的描述方式如“主动脉迷走支囊状扩张”来表述）,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011594,Right aortic arch with retroesophageal diverticulum of Kommerell,"Aortic arch crosses the right mainstem bronchus. The left carotid artery is the first branch, right carotid artery the second branch and right subclavian artery as the third branch.",,,,HP:0012020,,是,,否,,2012-04-08T02:07:10Z,UMLS:C4023279,右主动脉弓伴食管后科默雷尔憩室,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011595,Left aortic arch with retroesophageal right subclavian artery,"Aortic arch crosses the left mainstem bronchus. The first branch is the right carotid artery, the second branch is the left carotid artery, the third branch is the subclavian artery, the fourth branch is the right subclavian artery arising from the posteromedial aspect of the distal aortic arch and continuing posterior to the esophagus to the right hand side of the body.",,,,,,是,,否,,2012-04-08T02:09:39Z,UMLS:C4023278,左位主动脉弓伴食管后右锁骨下动脉,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011596,Left aortic arch with right descending aorta and right ductus arteriosus,The ring may be completed by the ductal ligament.,,,,,,是,,否,,2012-04-08T02:10:48Z,UMLS:C4023277,左位主动脉弓伴右位降主动脉及右位动脉导管未闭,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011597,Right aortic arch with left descending aorta and left ductus arteriosus,,,,,HP:0012020,,是,,否,,2012-04-08T02:23:47Z,UMLS:C4023276,右位主动脉弓伴左位降主动脉及左动脉导管未闭,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011598,Right aortic arch with retroesophageal left subclavian artery,,,Right aortic arch with anomalous left subclavian artery; Right aortic arch with aberrant left subclavian artery,,HP:0012020,,是,,否,,2012-04-08T02:27:16Z,UMLS:C4021140,右位主动脉弓伴食管后左锁骨下动脉,,右侧主动脉弓伴异常左锁骨下动脉; 右侧主动脉弓伴变异左锁骨下动脉,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011599,Mesocardia,Mesocardia is an abnormal location of the heart in which the heart is in a midline position and the longitudinal axis of the heart lies in the mid-sagittal plane.,,,,HP:0004307,,是,,否,,2012-04-08T02:41:36Z,Fyler:0140; Fyler:140; SNOMEDCT_US:16567006; UMLS:C0265865,中位心,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011600,Abnormal direction of ventricular apex,Abnormal plane of direction of the heart from the base to the apex. Left sided is normal.,,,,HP:0004307,HP:0011601; HP:0011602,否,,否,,2012-04-08T02:44:41Z,UMLS:C4023275,心室尖部指向异常,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011601,Rightward direction of ventricular apex,Abnormal plane of direction of the heart from the base to the apex towards the right. Left sided is normal.,,,,HP:0011600,,是,,否,,2012-04-08T02:46:32Z,UMLS:C4023274,心室尖向右,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011602,Midline direction of ventricular apex,Abnormal plane of direction of the heart from the base to the apex in the midline. Left sided is normal.,,,,HP:0011600,,是,,否,,2012-04-08T02:47:52Z,UMLS:C4023273,心室尖向中,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011603,Congenital malformation of the great arteries,Defect or defects of the morphogenesis of the aorta and pulmonary arteries.,,,,,HP:0001643; HP:0001660; HP:0001669; HP:0001710; HP:0011604,否,,否,,2012-04-08T02:51:09Z,UMLS:C0478012,先天性大动脉畸形,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011604,Aortopulmonary window,A congenital anomaly with an abnormal connection between the aorta and the main pulmonary artery resulting in an aortopulmonary shunt.,,,,HP:0011603,,是,,否,,2012-04-08T02:52:38Z,Fyler:0560; Fyler:560; SNOMEDCT_US:17024001; UMLS:C0003516,主肺动脉窗,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011605,obsolete Congenitally corrected transposition of the great arteries with ventricular septal defect,,,,,,,是,,是,,2012-04-08T02:55:06Z,,先天矫正型大动脉转位伴室间隔缺损,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011606,obsolete Transposition of the great arteries with intact ventricular septum,,,,,,,是,,是,,,,,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011607,obsolete Transposition of the great arteries with ventricular septal defect,,,,,,,是,,是,,,,,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0011608,Type II truncus arteriosus,"Truncus arteriosus (single great artery leaving the base of the heart, giving rise to the coronary, pulmonary, and systemic arteries) with each pulmonary artery arising separate from each other on the posterior or lateral aspect of the truncus.",According to the Van Praagh classification (PMID:2856609). The Van Praagh classification additionally specifies the presence (subtype A) or absence (subtype B) of a ventricular septal defect.,Persistent truncus arteriosus type II; Type 2 truncus arteriosus,,HP:0001660,,是,,否,,2012-04-08T03:03:51Z,Fyler:0520; Fyler:520; UMLS:C4021137,II型动脉干,,持续动脉干畸形II型; 动脉干二型畸形,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,根据Van Praagh分类（PMID:2856609）。Van Praagh分类进一步指明了室间隔缺损的存在（亚型A）或不存在（亚型B）。
HP:0011609,Type III truncus arteriosus,"Truncus arteriosus (single great artery leaving the base of the heart, giving rise to the coronary, pulmonary, and systemic arteries) whereby one of the two pulmonary artery branched does not arise from the common pulmonary trunk, but instead from the ductus arteriosus or directly from the aorta.",According to the Van Praagh classification (PMID:2856609). The Van Praagh classification additionally specifies the presence (subtype A) or absence (subtype B) of a ventricular septal defect.,Persistent truncus arteriosus type III; Type 3 truncus arteriosus,,HP:0001660,,是,,否,,2012-04-08T03:08:53Z,Fyler:0530; Fyler:530; UMLS:C4021136,III型动脉干,,持续动脉干畸形III型; 三尖瓣动脉干型_TRUNCUS ARTERIOSUS（注意：“三尖瓣动脉干型”在此上下文中可能需要进一步医学专业确认，标准译法为“第三型动脉干”，具体描述需结合临床指南）,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,根据Van Praagh分类（PMID:2856609）。Van Praagh分类进一步指明了室间隔缺损的存在（亚型A）或不存在（亚型B）。
HP:0011610,Type IV truncus arteriosus,"Truncus arteriosus (single great artery leaving the base of the heart, giving rise to the coronary, pulmonary, and systemic arteries) whereby the aortic arch is hypoplastic or interrupted, and a large patent ductus arteriosus is present.",According to the Van Praagh classification (PMID:2856609). The Van Praagh classification additionally specifies the presence (subtype A) or absence (subtype B) of a ventricular septal defect.,Type 4 truncus arteriosus; Persistent truncus arteriosus type IV,,HP:0001660,,是,,否,,2012-04-08T03:11:07Z,Fyler:0540; Fyler:540; UMLS:C4021135,IV型动脉干,,动脉干四型畸形; 持续动脉干畸形IV型,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,根据Van Praagh分类（PMID:2856609）。Van Praagh分类进一步指明了室间隔缺损的存在（亚型A）或不存在（亚型B）。
HP:0011611,Interrupted aortic arch,Non-continuity of the arch of aorta with an atretic point or absent segment.,,Atretic transverse aortic arch,Aortic arch obstruction,HP:0012303,HP:0011612; HP:0011613; HP:0011614,否,HP:0006680,否,,2012-04-08T03:17:10Z,Fyler:1241; Fyler:1250; SNOMEDCT_US:218728005; UMLS:C0152419,主动脉弓断离,,闭锁型主动脉弓中断,主动脉弓狭窄,
HP:0011612,Interrupted aortic arch type A,Non-continuity of the aortic arch with an atretic point or absent segment at the level of the isthmus.,,,,HP:0011611,,是,,否,,2012-04-08T03:18:18Z,SNOMEDCT_US:253681005; UMLS:C0345092,A型主动脉弓断离,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
